resume_id,split,masco_code,masco_role_title,premerge_masco_code,sparsity_action,source_parent_role_id,target_esco_code,target_esco_title,previous_esco_codes,text,compose_text_format
324999,train,231109,Tutor,231109,retained_granular_class,R10,2359.10,instructional designer,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 5.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
325659,train,251201,Software Developer,251201,retained_granular_class,R01,2512.4,software developer,2519.7;2521.1;2511.3,"title software tester ; skills programming computer systems, designing ict systems or applications, developing solutions ; duration 2.75 years || title database administrator ; skills managing, gathering and storing digital data, protecting ict devices, designing ict systems or applications ; duration 0.75 years || title data analyst ; skills managing, gathering and storing digital data, managing information, gathering information from physical or electronic sources ; duration 0.75 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
325917,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,4223.1,"title telephone switchboard operator ; skills maintaining electrical, electronic and precision equipment, providing information to the public and clients, performing general clerical and administrative tasks ; duration 1.00 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
326673,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,3341.2,"title call centre quality auditor ; skills giving feedback, analysing business operations, training on operational procedures ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
327729,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3313.2,"title bookkeeper ; skills preparing financial documents, records, reports, or budgets, executing financial transactions, managing budgets or finances ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
328018,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,1219.6,"title project manager ; skills planning events and programmes, allocating and controlling physical resources, technical or academic writing ; duration 1.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
328121,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,5223.5,"title sales processor ; skills managing, gathering and storing digital data, entering and transforming information, organising, planning and scheduling work and activities ; duration 3.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
328416,train,231109,Tutor,231109,retained_granular_class,R10,2359.8,educational counsellor,2359.2,"title academic support officer ; skills monitoring and evaluating the performance of individuals, planning events and programmes, teaching academic or vocational subjects ; duration 19.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
328769,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,2635.3.18;5131.1,"title migrant social worker ; skills advocating for individual or community needs, complying with operational procedures, developing professional relationships or networks ; duration 7.75 years || title restaurant host/restaurant hostess ; skills accompanying and welcoming people, advising on products and services, promoting products, services, or programs ; duration 7.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
329173,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,5131.1,"title restaurant host/restaurant hostess ; skills accompanying and welcoming people, advising on products and services, promoting products, services, or programs ; duration 4.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
329540,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,1219.1,"title business service manager ; skills performing general clerical and administrative tasks, negotiating and managing contracts and agreements, managing budgets or finances ; duration 26.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
33047,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,2330.1.18;2330.1.2,"title science teacher secondary school ; skills monitoring and evaluating the performance of individuals, teaching and training, coaching and mentoring ; duration 1.00 years || title biology teacher secondary school ; skills monitoring and evaluating the performance of individuals, teaching and training, coaching and mentoring ; duration 1.00 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
331057,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,5223.6;5230.1;4311.2,"title shop assistant ; skills executing financial transactions, selling products or services, packaging objects ; duration 1.25 years || title cashier ; skills executing financial transactions, performing calculations, promoting products, services, or programs ; duration 0.50 years || title sales support assistant ; skills performing general clerical and administrative tasks, preparing financial documents, records, reports, or budgets, analysing business operations ; duration 0.75 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
331367,train,231109,Tutor,231109,retained_granular_class,R10,2359.11,learning mentor,3423.1;1341.1,"title activity leader ; skills planning events and programmes, caring for children, performing risk analysis and management ; duration 4.75 years || title child care coordinator ; skills caring for children, planning events and programmes, maintaining and enforcing physical security ; duration 1.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
332930,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3323.2.2,"title ict buyer ; skills negotiating and managing contracts and agreements, developing professional relationships or networks, purchasing goods or services ; duration 21.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
333192,train,252416,Business Data Analyst,252416,retained_granular_class,R02,2511.10,ICT consultant,2635.3.15,"title homelessness worker ; skills advocating for individual or community needs, developing professional relationships or networks, complying with operational procedures ; duration 8.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
333363,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,3257.5.1,"title healthcare inspector ; skills complying with health and safety procedures, monitoring safety or security, performing risk analysis and management ; duration 10.75 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
333559,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,2431.10.4,"title online marketer ; skills promoting products, services, or programs, developing financial, business or marketing plans, using digital tools for collaboration and productivity ; duration 8.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
334594,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,2431.6,"title client relations manager ; skills developing professional relationships or networks, analysing business operations, directing operational activities ; duration 2.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
336971,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2513.4,"title web content manager ; skills managing, gathering and storing digital data, using digital tools for collaboration and productivity, ensuring compliance with legislation ; duration 2.75 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
337121,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,5223.7.4,"title bakery specialised seller ; skills executing financial transactions, providing general assistance to people, storing goods and materials ; duration 9.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
338290,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,4211.2,"title post office counter clerk ; skills executing financial transactions, promoting products, services, or programs, selling products or services ; duration 14.75 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
338507,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,3343.1.7,"title supply chain assistant ; skills performing general clerical and administrative tasks, analysing business operations, monitoring operational activities ; duration 2.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
339857,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
341145,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,2423.6,"title recruitment consultant ; skills protecting privacy and personal data, recruiting and hiring, developing professional relationships or networks ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
341420,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,2320.1.13;2330.1.2;2310.1.37,"title food service vocational teacher ; skills preparing food and drinks, monitoring and evaluating the performance of individuals, coaching and mentoring ; duration 1.25 years || title biology teacher secondary school ; skills monitoring and evaluating the performance of individuals, teaching and training, coaching and mentoring ; duration 1.25 years || title social work lecturer ; skills conducting academic or market research, complying with operational procedures, developing professional relationships or networks ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
342357,train,251201,Software Developer,251206,merged_to_six_digit_curated_anchor,R01,2512.5,user interface developer,1212.1,"title employee volunteering programme coordinator ; skills developing professional relationships or networks, promoting products, services, or programs, working in teams ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
343111,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,4226.1,"title receptionist ; skills performing general clerical and administrative tasks, maintaining operational records, developing professional relationships or networks ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
343673,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3257.3;1219.4,"title food safety inspector ; skills complying with health and safety procedures, monitoring, inspecting and testing, ensuring compliance with legislation ; duration 4.00 years || title department manager ; skills developing financial, business or marketing plans, complying with operational procedures, collaborating and liaising ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
344307,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,2431.10.4;2431.10.4,"title online marketer ; skills promoting products, services, or programs, developing financial, business or marketing plans, using digital tools for collaboration and productivity ; duration 5.25 years || title online marketer ; skills promoting products, services, or programs, developing financial, business or marketing plans, using digital tools for collaboration and productivity ; duration 3.00 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
344381,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 5.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
344419,train,252416,Business Data Analyst,252416,retained_granular_class,R02,2511.10,ICT consultant,5223.6,"title shop assistant ; skills executing financial transactions, selling products or services, packaging objects ; duration 3.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
344689,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,5230.1,"title cashier ; skills executing financial transactions, performing calculations, promoting products, services, or programs ; duration 1.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
344864,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3343.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
345839,train,254309,Character Designer,254309,retained_granular_class,R06,2166.14,stop-motion animator,3343.1;2653.1;2653.1;2653.1,"title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 4.00 years || title choreographer ; skills creating artistic designs or performances, performing artistic or cultural activities, leading and motivating ; duration 3.25 years || title choreographer ; skills creating artistic designs or performances, performing artistic or cultural activities, leading and motivating ; duration 2.25 years || title choreographer ; skills creating artistic designs or performances, performing artistic or cultural activities, leading and motivating ; duration 1.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
346758,train,231109,Tutor,231109,retained_granular_class,R10,2359.14,tutor,3422.3.1;2341.1;3422.3.1,"title football coach ; skills coaching and mentoring, practising sports, supervising a team or group ; duration 13.50 years || title primary school teacher ; skills monitoring and evaluating the performance of individuals, coaching and mentoring, caring for children ; duration 3.25 years || title football coach ; skills coaching and mentoring, practising sports, supervising a team or group ; duration 2.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
347071,train,231109,Tutor,231109,retained_granular_class,R10,2359.4,assessor of prior learning,2330.1.17,"title religious education teacher at secondary school ; skills monitoring and evaluating the performance of individuals, teaching and training, collaborating and liaising ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
351123,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,2266.1,"title audiologist ; skills providing medical advice, operating medical equipment, complying with health and safety procedures ; duration 24.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
35124,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3339.4,"title promoter ; skills planning events and programmes, promoting products, services, or programs, developing professional relationships or networks ; duration 8.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
354285,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,5223.6,"title shop assistant ; skills executing financial transactions, selling products or services, packaging objects ; duration 0.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
354840,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,4311.2,"title sales support assistant ; skills performing general clerical and administrative tasks, preparing financial documents, records, reports, or budgets, analysing business operations ; duration 0.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
355881,train,242323,Human Resource Officer,242305,merged_to_six_digit_curated_anchor,R03,2423.5,occupational analyst,5223.6,"title shop assistant ; skills executing financial transactions, selling products or services, packaging objects ; duration 0.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
357100,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,1341.1,"title child care coordinator ; skills caring for children, planning events and programmes, maintaining and enforcing physical security ; duration 8.00 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
357166,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 5.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
357444,train,243135,Digital Marketing Executive,243114,merged_to_six_digit_curated_anchor,R04,2431.15,product and services manager,1420.3,"title sales account manager ; skills promoting products, services, or programs, negotiating and managing contracts and agreements, maintaining operational records ; duration 8.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
357484,train,254302,Graphic Designer,254307,merged_to_six_digit_curated_anchor,R06,2166.1,3D modeller,2166.7,"title digital media designer ; skills managing, gathering and storing digital data, using digital tools for processing sound and images, using digital tools for collaboration and productivity ; duration 3.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
359235,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,4225.1;4223.1,"title customer service representative ; skills entering and transforming information, planning events and programmes, providing general assistance to people ; duration 1.25 years || title telephone switchboard operator ; skills maintaining electrical, electronic and precision equipment, providing information to the public and clients, performing general clerical and administrative tasks ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
359634,train,231109,Tutor,231109,retained_granular_class,R10,2359.11,learning mentor,1345.1.2;1324.3.1.5;2341.1,"title deputy head teacher ; skills monitoring and evaluating the performance of individuals, developing professional relationships or networks, technical or academic writing ; duration 7.25 years || title road transport division manager ; skills planning production processes, managing transport and logistics activities, supervising a team or group ; duration 6.25 years || title primary school teacher ; skills monitoring and evaluating the performance of individuals, coaching and mentoring, caring for children ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
360496,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3344.1,"title medical administrative assistant ; skills entering and transforming information, planning events and programmes, performing general clerical and administrative tasks ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
360868,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,5131.1,"title restaurant host/restaurant hostess ; skills accompanying and welcoming people, advising on products and services, promoting products, services, or programs ; duration 11.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
360891,train,254309,Character Designer,254309,retained_granular_class,R06,2166.14,stop-motion animator,2166.14,"title stop-motion animator ; skills operating audio-visual equipment, conducting academic or market research, organising, planning and scheduling work and activities ; duration 7.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
364187,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3313.1,"title accounting assistant ; skills preparing financial documents, records, reports, or budgets, executing financial transactions, managing budgets or finances ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
364378,train,251201,Software Developer,251201,retained_granular_class,R01,2512.4,software developer,8331.1,"title bus driver ; skills driving vehicles, developing solutions, communicating with colleagues and clients ; duration 6.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
36455,train,242323,Human Resource Officer,242310,merged_to_six_digit_curated_anchor,R03,2423.4,labour relations officer,1420.4,"title shop manager ; skills promoting products, services, or programs, purchasing goods or services, developing professional relationships or networks ; duration 14.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
36519,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,5244.1,"title call centre agent ; skills developing solutions, providing general assistance to people, listening and asking questions ; duration 1.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
365575,train,243136,Marketing Officer,243136,retained_granular_class,R04,2431.10.3,marketing assistant,2431.10.1,"title advertising media planner ; skills conducting academic or market research, working in teams, planning events and programmes ; duration 1.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
365896,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,5311.1,"title child care worker ; skills caring for children, collaborating and liaising, communication, collaboration and creativity ; duration 8.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
366084,train,283302,Translator,283302,retained_granular_class,R05,2643.6.1,localiser,2359.10;2432.4,"title instructional designer ; skills using digital tools for collaboration and productivity, teaching and training, managing information ; duration 5.75 years || title intercultural communication consultant ; skills implementing new procedures or processes, advising and consulting, conducting academic or market research ; duration 1.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
366862,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,3315.5,"title loss adjuster ; skills mediating and resolving disputes, analysing and evaluating information and data, monitoring quality of products ; duration 0.75 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
369061,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,5321.1,"title healthcare assistant ; skills providing medical advice, working in teams, complying with health and safety procedures ; duration 6.75 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
369828,train,254309,Character Designer,254309,retained_granular_class,R06,2166.14,stop-motion animator,7126.13,"title water conservation technician ; skills installing plumbing or piping equipment or systems, complying with health and safety procedures, monitoring quality of products ; duration 3.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
372205,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,2635.3.17;2642.1.4,"title mental health social worker ; skills advocating for individual or community needs, developing professional relationships or networks, monitoring and evaluating the performance of individuals ; duration 3.25 years || title columnist ; skills developing professional relationships or networks, writing and composing, gathering information from physical or electronic sources ; duration 3.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
373184,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,5311.1,"title child care worker ; skills caring for children, collaborating and liaising, communication, collaboration and creativity ; duration 1.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
374063,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,4226.1,"title receptionist ; skills performing general clerical and administrative tasks, maintaining operational records, developing professional relationships or networks ; duration 3.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
374077,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,4412.2;3343.1,"title postman/postwoman ; skills protecting privacy and personal data, developing professional relationships or networks, accepting feedback ; duration 1.25 years || title administrative assistant ; skills performing general clerical and administrative tasks, planning events and programmes, managing, gathering and storing digital data ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
374638,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,7422.3.1,"title mobile phone repair technician ; skills developing solutions, installing and repairing electrical, electronic and precision equipment, maintaining operational records ; duration 2.75 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
376416,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.6,client relations manager,3257.3;2330.1,"title food safety inspector ; skills complying with health and safety procedures, monitoring, inspecting and testing, ensuring compliance with legislation ; duration 2.25 years || title secondary school teacher ; skills teaching academic or vocational subjects, monitoring and evaluating the performance of individuals, teaching and training ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
378093,train,422207,Customer Contact Centre Information Clerk,422207,retained_granular_class,R08,4222.1,customer contact centre information clerk,3343.1.7,"title supply chain assistant ; skills performing general clerical and administrative tasks, analysing business operations, monitoring operational activities ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
381205,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.7,digital media designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 3.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
381516,train,252403,Data Analyst,252406,merged_to_six_digit_curated_anchor,R02,2511.6,enterprise architect,1112.7,"title secretary general ; skills developing professional relationships or networks, collaborating and liaising, mediating and resolving disputes ; duration 9.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
381567,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3324.1,"title commodity broker ; skills negotiating and managing contracts and agreements, analysing financial and economic data, providing financial advice ; duration 0.50 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
381678,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,5223.5;3343.1.2,"title sales processor ; skills managing, gathering and storing digital data, entering and transforming information, organising, planning and scheduling work and activities ; duration 3.50 years || title education administrator ; skills performing general clerical and administrative tasks, managing budgets or finances, executing financial transactions ; duration 0.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
381679,train,283302,Translator,283302,retained_granular_class,R05,2643.6,translator,9411.2;3213.1,"title quick service restaurant crew member ; skills preparing food and drinks, selling products or services, executing financial transactions ; duration 4.25 years || title pharmacy assistant ; skills providing medical advice, complying with operational procedures, complying with health and safety procedures ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
384000,train,243135,Digital Marketing Executive,243107,merged_to_six_digit_curated_anchor,R04,2431.11,market research analyst,2431.11,"title market research analyst ; skills conducting academic or market research, analysing financial and economic data, identifying opportunities ; duration 3.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
385389,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3343.1.2,"title education administrator ; skills performing general clerical and administrative tasks, managing budgets or finances, executing financial transactions ; duration 1.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
385945,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,3432.1,"title interior designer ; skills monitoring developments in area of expertise, creating visual displays and decorations, creating artistic designs or performances ; duration 3.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
386548,train,243121,Business Development Executive,243121,retained_granular_class,R04,2431.5,business developer,2434.2,"title ict business development manager ; skills monitoring developments in area of expertise, analysing business operations, presenting general information ; duration 2.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
388176,train,254302,Graphic Designer,254302,retained_granular_class,R06,2166.9,graphic designer,2166.9,"title graphic designer ; skills creating artistic designs or performances, creating visual displays and decorations, using digital tools for processing sound and images ; duration 19.75 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
388304,train,231109,Tutor,231109,retained_granular_class,R10,2359.14,tutor,2330.1.12,"title modern languages teacher secondary school ; skills teaching and training, monitoring and evaluating the performance of individuals, coaching and mentoring ; duration 1.25 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
388424,train,243135,Digital Marketing Executive,243135,retained_granular_class,R04,2431.10.4,online marketer,4227.1;1324.3,"title market research interviewer ; skills interviewing, conducting academic or market research, communication, collaboration and creativity ; duration 0.50 years || title logistics and distribution manager ; skills analysing business operations, managing transport and logistics activities, collaborating and liaising ; duration 0.50 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
388996,train,231109,Tutor,231109,retained_granular_class,R10,2359.7,e-learning developer,5312.3,"title secondary school teaching assistant ; skills monitoring and evaluating the performance of individuals, coaching and mentoring, teaching and training ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
389112,train,254316,Digital Designer,254316,retained_granular_class,R06,2166.5,digital artist,1349.8,"title commercial art gallery manager ; skills promoting products, services, or programs, developing professional relationships or networks, identifying opportunities ; duration 2.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
389190,train,251201,Software Developer,251201,retained_granular_class,R01,2512.4,software developer,2513.1,"title digital games developer ; skills programming computer systems, designing ict systems or applications, performing calculations ; duration 3.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
390247,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,3343.1.7,"title supply chain assistant ; skills performing general clerical and administrative tasks, analysing business operations, monitoring operational activities ; duration 1.25 years || education master",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
391290,train,431110,Account and Promotion Clerk,431110,retained_granular_class,R07,4311.2,sales support assistant,5244.1;1219.6,"title call centre agent ; skills developing solutions, providing general assistance to people, listening and asking questions ; duration 1.75 years || title project manager ; skills planning events and programmes, allocating and controlling physical resources, technical or academic writing ; duration 1.50 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
391686,train,242321,Talent Acquisition Consultant,242321,retained_granular_class,R03,2423.6,recruitment consultant,2423.6,"title recruitment consultant ; skills protecting privacy and personal data, recruiting and hiring, developing professional relationships or networks ; duration 1.25 years || education no tertiary qualification",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
391965,train,412107,Secretary,412107,retained_granular_class,R09,4120.1,secretary,2330.1.12;2330.1.12,"title modern languages teacher secondary school ; skills teaching and training, monitoring and evaluating the performance of individuals, coaching and mentoring ; duration 1.25 years || title modern languages teacher secondary school ; skills teaching and training, monitoring and evaluating the performance of individuals, coaching and mentoring ; duration 0.50 years || education bachelor",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
394787,train,431118,Billing Clerk,431118,retained_granular_class,R07,4311.1,billing clerk,4110.1.1,"title membership administrator ; skills performing general clerical and administrative tasks, communication, collaboration and creativity, supervising a team or group ; duration 1.25 years || education secondary school",prior ESCO title + top three ESCO skill groups + duration; latest education; latest target excluded
