esco_code,esco_title,normalized_title,esco_occupation_uri,esco_title_matrix,top_skill_groups,top_skill_groups_weighted,top_skill_count,mapping_status,masco_candidate_code,masco_unit_group_title_en,masco_mapping_status,jobhop_record_count,work_length_median_years,work_length_mean_years,work_length_p25_years,work_length_p75_years
3133.1.2,biogas technician,biogas technician,http://data.europa.eu/esco/occupation/6eb85dd0-1188-4081-bf54-1345fb5de3ca,biogas technician,"installing wooden and metal components | using precision measuring equipment | storing goods and materials | operating petroleum, chemical or water processing systems or equipment | developing solutions | operating energy production or distribution equipment | directing operational activities | operating metal, plastic or rubber forming equipment | working in teams | complying with environmental protection laws and standards | using digital tools to control machinery | monitoring operational activities | repairing and installing mechanical equipment | monitoring quality of products | organising, planning and scheduling work and activities | maintaining operational records","installing wooden and metal components::0.148148 | using precision measuring equipment::0.111111 | storing goods and materials::0.074074 | operating petroleum, chemical or water processing systems or equipment::0.074074 | developing solutions::0.074074 | operating energy production or distribution equipment::0.074074 | directing operational activities::0.074074 | operating metal, plastic or rubber forming equipment::0.074074 | working in teams::0.037037 | complying with environmental protection laws and standards::0.037037 | using digital tools to control machinery::0.037037 | monitoring operational activities::0.037037 | repairing and installing mechanical equipment::0.037037 | monitoring quality of products::0.037037 | organising, planning and scheduling work and activities::0.037037 | maintaining operational records::0.037037",16.0,official_title_exact,3133,Chemical Processing Plant Controllers,isco4_candidate_requires_validation,0,,,,
3133.1.3,chemical plant control room operator,chemical plant control room operator,http://data.europa.eu/esco/occupation/b21aac17-8237-4264-bc2c-0e315346fd8f,chemical plant control room operator,reporting incidents and defects | monitoring environmental conditions | collaborating and liaising | implementing new procedures or processes | installing wooden and metal components | using digital tools to control machinery | monitoring operational activities | operating communications equipment | performing general clerical and administrative tasks | training on operational procedures | managing information | maintaining operational records,reporting incidents and defects::0.181818 | monitoring environmental conditions::0.090909 | collaborating and liaising::0.090909 | implementing new procedures or processes::0.090909 | installing wooden and metal components::0.090909 | using digital tools to control machinery::0.090909 | monitoring operational activities::0.090909 | operating communications equipment::0.090909 | performing general clerical and administrative tasks::0.045455 | training on operational procedures::0.045455 | managing information::0.045455 | maintaining operational records::0.045455,12.0,official_title_exact,3133,Chemical Processing Plant Controllers,isco4_candidate_requires_validation,8,1.0,2.375,0.8125,1.875
3133.1.4,gas processing plant supervisor,gas processing plant supervisor,http://data.europa.eu/esco/occupation/cbdbe324-81fe-48da-a8f7-0106dd94a05b,gas processing plant supervisor,"operating petroleum, chemical or water processing systems or equipment | using precision measuring equipment | working with machinery and specialised equipment | documenting technical designs, procedures, problems or activities | operating scientific and laboratory equipment | storing goods and materials | monitoring quality of products | testing and analysing substances | planning events and programmes | operating metal, plastic or rubber forming equipment | implementing new procedures or processes | directing operational activities | handling and disposing of waste and hazardous materials | ensuring compliance with legislation | negotiating and managing contracts and agreements | monitoring operational activities | complying with health and safety procedures | repairing and installing mechanical equipment | monitoring, inspecting and testing | complying with environmental protection laws and standards | managing, gathering and storing digital data | installing wooden and metal components | operating pumping systems or equipment | collecting and preparing specimens or materials for testing","operating petroleum, chemical or water processing systems or equipment::0.068182 | using precision measuring equipment::0.068182 | working with machinery and specialised equipment::0.068182 | documenting technical designs, procedures, problems or activities::0.068182 | operating scientific and laboratory equipment::0.045455 | storing goods and materials::0.045455 | monitoring quality of products::0.045455 | testing and analysing substances::0.045455 | planning events and programmes::0.045455 | operating metal, plastic or rubber forming equipment::0.045455 | implementing new procedures or processes::0.045455 | directing operational activities::0.045455 | handling and disposing of waste and hazardous materials::0.022727 | ensuring compliance with legislation::0.022727 | negotiating and managing contracts and agreements::0.022727 | monitoring operational activities::0.022727 | complying with health and safety procedures::0.022727 | repairing and installing mechanical equipment::0.022727 | monitoring, inspecting and testing::0.022727 | complying with environmental protection laws and standards::0.022727 | managing, gathering and storing digital data::0.022727 | installing wooden and metal components::0.022727 | operating pumping systems or equipment::0.022727 | collecting and preparing specimens or materials for testing::0.022727",24.0,official_title_exact,3133,Chemical Processing Plant Controllers,isco4_candidate_requires_validation,0,,,,
3133.1.5,gas station operator,gas station operator,http://data.europa.eu/esco/occupation/f1c8c186-bef9-4d72-9257-90fc4f992ab7,gas station operator,"working with machinery and specialised equipment | testing and analysing substances | maintaining operational records | operating metal, plastic or rubber forming equipment | using precision measuring equipment | implementing new procedures or processes | monitoring quality of products | operating scientific and laboratory equipment | operating petroleum, chemical or water processing systems or equipment | operating pumping systems or equipment | ensuring compliance with legislation | developing contingency and emergency response plans | collecting and preparing specimens or materials for testing | monitoring, inspecting and testing | installing wooden and metal components | complying with operational procedures | cleaning tools, equipment, workpieces and vehicles","working with machinery and specialised equipment::0.129032 | testing and analysing substances::0.096774 | maintaining operational records::0.064516 | operating metal, plastic or rubber forming equipment::0.064516 | using precision measuring equipment::0.064516 | implementing new procedures or processes::0.064516 | monitoring quality of products::0.064516 | operating scientific and laboratory equipment::0.064516 | operating petroleum, chemical or water processing systems or equipment::0.064516 | operating pumping systems or equipment::0.064516 | ensuring compliance with legislation::0.064516 | developing contingency and emergency response plans::0.032258 | collecting and preparing specimens or materials for testing::0.032258 | monitoring, inspecting and testing::0.032258 | installing wooden and metal components::0.032258 | complying with operational procedures::0.032258 | cleaning tools, equipment, workpieces and vehicles::0.032258",17.0,official_title_exact,3133,Chemical Processing Plant Controllers,isco4_candidate_requires_validation,0,,,,
3134,Petroleum and natural gas refining plant operators,petroleum and natural gas refining plant operators,,,,,,no_matrix_title_match,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,0,,,,
3134.1,gas processing plant control room operator,gas processing plant control room operator,http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc,gas processing plant control room operator,communicating with colleagues and clients | developing solutions | technical or academic writing | installing wooden and metal components | complying with health and safety procedures | developing contingency and emergency response plans,communicating with colleagues and clients::0.285714 | developing solutions::0.142857 | technical or academic writing::0.142857 | installing wooden and metal components::0.142857 | complying with health and safety procedures::0.142857 | developing contingency and emergency response plans::0.142857,6.0,official_title_exact,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,1,7.0,7.0,7.0,7.0
3134.2,gas processing plant operator,gas processing plant operator,http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775,gas processing plant operator,"directing operational activities | installing wooden and metal components | ensuring compliance with legislation | installing plumbing or piping equipment or systems | storing goods and materials | monitoring operational activities | reporting incidents and defects | joining parts using soldering, welding or brazing techniques | operating metal, plastic or rubber forming equipment | complying with health and safety procedures | monitoring quality of products | complying with operational procedures | complying with environmental protection laws and standards | using precision measuring equipment | operating pumping systems or equipment | operating energy production or distribution equipment | working with machinery and specialised equipment | maintaining mechanical machinery | developing solutions | negotiating and managing contracts and agreements | repairing and installing mechanical equipment | testing electrical and mechanical systems or equipment","directing operational activities::0.097561 | installing wooden and metal components::0.073171 | ensuring compliance with legislation::0.073171 | installing plumbing or piping equipment or systems::0.073171 | storing goods and materials::0.048780 | monitoring operational activities::0.048780 | reporting incidents and defects::0.048780 | joining parts using soldering, welding or brazing techniques::0.048780 | operating metal, plastic or rubber forming equipment::0.048780 | complying with health and safety procedures::0.048780 | monitoring quality of products::0.048780 | complying with operational procedures::0.048780 | complying with environmental protection laws and standards::0.048780 | using precision measuring equipment::0.048780 | operating pumping systems or equipment::0.024390 | operating energy production or distribution equipment::0.024390 | working with machinery and specialised equipment::0.024390 | maintaining mechanical machinery::0.024390 | developing solutions::0.024390 | negotiating and managing contracts and agreements::0.024390 | repairing and installing mechanical equipment::0.024390 | testing electrical and mechanical systems or equipment::0.024390",22.0,official_title_exact,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,1,1.0,1.0,1.0,1.0
3134.3,oil refinery control room operator,oil refinery control room operator,http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116,oil refinery control room operator,communicating with colleagues and clients | developing solutions | technical or academic writing | installing wooden and metal components | complying with health and safety procedures | developing contingency and emergency response plans,communicating with colleagues and clients::0.285714 | developing solutions::0.142857 | technical or academic writing::0.142857 | installing wooden and metal components::0.142857 | complying with health and safety procedures::0.142857 | developing contingency and emergency response plans::0.142857,6.0,official_title_exact,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,1,3.5,3.5,3.5,3.5
3134.4,petroleum pump system operator,petroleum pump system operator,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,petroleum pump system operator,"operating pumping systems or equipment | installing wooden and metal components | monitoring quality of products | developing solutions | communicating with colleagues and clients | using digital tools to control machinery | developing contingency and emergency response plans | monitoring operational activities | technical or academic writing | loading and unloading goods and, materials | maintaining operational records","operating pumping systems or equipment::0.300000 | installing wooden and metal components::0.133333 | monitoring quality of products::0.133333 | developing solutions::0.066667 | communicating with colleagues and clients::0.066667 | using digital tools to control machinery::0.066667 | developing contingency and emergency response plans::0.066667 | monitoring operational activities::0.066667 | technical or academic writing::0.033333 | loading and unloading goods and, materials::0.033333 | maintaining operational records::0.033333",11.0,official_title_exact,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,1,14.5,14.5,14.5,14.5
3134.5,refinery shift manager,refinery shift manager,http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9,refinery shift manager,"monitoring quality of products | developing solutions | supervising a team or group | complying with health and safety procedures | presenting general information | using digital tools to control machinery | managing and administering human resources | developing contingency and emergency response plans | maintaining operational records | allocating and controlling physical resources | analysing business operations | operating petroleum, chemical or water processing systems or equipment | identifying opportunities | communication, collaboration and creativity","monitoring quality of products::0.156250 | developing solutions::0.125000 | supervising a team or group::0.125000 | complying with health and safety procedures::0.125000 | presenting general information::0.062500 | using digital tools to control machinery::0.062500 | managing and administering human resources::0.062500 | developing contingency and emergency response plans::0.062500 | maintaining operational records::0.062500 | allocating and controlling physical resources::0.031250 | analysing business operations::0.031250 | operating petroleum, chemical or water processing systems or equipment::0.031250 | identifying opportunities::0.031250 | communication, collaboration and creativity::0.031250",14.0,official_title_exact,3134,Petroleum And Natural Gas Refining Plant Operators,isco4_candidate_requires_validation,3,1.0,1.6666666666666667,0.625,2.375
3135,Metal production process controllers,metal production process controllers,,,,,,no_matrix_title_match,3135,Metal Production Process Controllers,isco4_candidate_requires_validation,0,,,,
3135.1,metal furnace operator,metal furnace operator,http://data.europa.eu/esco/occupation/528e63a7-91be-4477-be2f-69ce82deb726,metal furnace operator,"operating kilns, furnaces and drying equipment | developing solutions | complying with health and safety procedures | measuring dimensions and related properties | maintaining operational records | protecting and enforcing | working in teams | preparing industrial materials for processing or use | developing contingency and emergency response plans | installing wooden and metal components | loading and unloading goods and, materials | reporting incidents and defects | repairing and installing mechanical equipment","operating kilns, furnaces and drying equipment::0.200000 | developing solutions::0.100000 | complying with health and safety procedures::0.100000 | measuring dimensions and related properties::0.100000 | maintaining operational records::0.100000 | protecting and enforcing::0.066667 | working in teams::0.066667 | preparing industrial materials for processing or use::0.066667 | developing contingency and emergency response plans::0.066667 | installing wooden and metal components::0.033333 | loading and unloading goods and, materials::0.033333 | reporting incidents and defects::0.033333 | repairing and installing mechanical equipment::0.033333",13.0,official_title_exact,3135,Metal Production Process Controllers,isco4_candidate_requires_validation,0,,,,
3139.1,automated assembly line operator,automated assembly line operator,http://data.europa.eu/esco/occupation/869e3a85-6e4c-4e3c-b14f-a8399c1abd2d,automated assembly line operator,"working with machinery and specialised equipment | operating machinery for the manufacture of products | monitoring quality of products | sorting materials or products | working in teams | maintaining mechanical machinery | assembling and fabricating products | complying with health and safety procedures | using digital tools to control machinery | maintaining operational records | technical or academic writing | installing wooden and metal components | loading and unloading goods and, materials | interpreting technical documentation and diagrams | reporting incidents and defects","working with machinery and specialised equipment::0.151515 | operating machinery for the manufacture of products::0.121212 | monitoring quality of products::0.121212 | sorting materials or products::0.090909 | working in teams::0.060606 | maintaining mechanical machinery::0.060606 | assembling and fabricating products::0.060606 | complying with health and safety procedures::0.060606 | using digital tools to control machinery::0.060606 | maintaining operational records::0.060606 | technical or academic writing::0.030303 | installing wooden and metal components::0.030303 | loading and unloading goods and, materials::0.030303 | interpreting technical documentation and diagrams::0.030303 | reporting incidents and defects::0.030303",15.0,official_title_exact,3139,,no_candidate,40,1.25,3.6125,0.4375,3.125
3139.1.1,clothing process control technician,clothing process control technician,http://data.europa.eu/esco/occupation/f444e8ec-5eed-4777-866e-7127aa06ce4f,clothing process control technician,"operating machinery for the manufacture and treatment of textiles, fur and leather products | evaluating systems, programmes, equipment and products | analysing business operations | creating visual displays and decorations | packaging objects | using digital tools to control machinery | analysing and evaluating information and data | making patterns and templates | monitoring quality of products | complying with environmental protection laws and standards | cutting materials and drilling holes","operating machinery for the manufacture and treatment of textiles, fur and leather products::0.230769 | evaluating systems, programmes, equipment and products::0.153846 | analysing business operations::0.076923 | creating visual displays and decorations::0.076923 | packaging objects::0.076923 | using digital tools to control machinery::0.076923 | analysing and evaluating information and data::0.076923 | making patterns and templates::0.076923 | monitoring quality of products::0.076923 | complying with environmental protection laws and standards::0.038462 | cutting materials and drilling holes::0.038462",11.0,official_title_exact,3139,,no_candidate,1,10.0,10.0,10.0,10.0
3139.2,industrial robot controller,industrial robot controller,http://data.europa.eu/esco/occupation/5001506f-dd7d-4801-92ac-6f7e93b45133,industrial robot controller,"using digital tools to control machinery | maintaining electrical, electronic and precision equipment | complying with health and safety procedures | performing risk analysis and management | operating machinery for the manufacture of products | assembling electrical and electronic products | maintaining operational records | working with machinery and specialised equipment | maintaining mechanical machinery | communicating with colleagues and clients | evaluating systems, programmes, equipment and products | positioning materials, tools or equipment | managing budgets or finances | developing operational policies and procedures | resolving computer problems | monitoring quality of products | setting up computer systems","using digital tools to control machinery::0.161290 | maintaining electrical, electronic and precision equipment::0.129032 | complying with health and safety procedures::0.064516 | performing risk analysis and management::0.064516 | operating machinery for the manufacture of products::0.064516 | assembling electrical and electronic products::0.064516 | maintaining operational records::0.064516 | working with machinery and specialised equipment::0.064516 | maintaining mechanical machinery::0.064516 | communicating with colleagues and clients::0.032258 | evaluating systems, programmes, equipment and products::0.032258 | positioning materials, tools or equipment::0.032258 | managing budgets or finances::0.032258 | developing operational policies and procedures::0.032258 | resolving computer problems::0.032258 | monitoring quality of products::0.032258 | setting up computer systems::0.032258",17.0,official_title_exact,3139,,no_candidate,6,1.75,2.5416666666666665,0.4375,2.875
3139.3,pulp control operator,pulp control operator,http://data.europa.eu/esco/occupation/d0d7d777-073f-4c33-8f27-1d4a0e8e626f,pulp control operator,working with machinery and specialised equipment | operating wood processing and papermaking machinery | maintaining operational records | installing wooden and metal components | monitoring quality of products | developing solutions | operating mixing and separating machinery | complying with health and safety procedures | using digital tools to control machinery | measuring physical properties | testing and analysing substances | planning events and programmes | maintaining mechanical machinery | disposing of non-hazardous waste or debris | interpreting technical documentation and diagrams | operating machinery for the manufacture of products,working with machinery and specialised equipment::0.162162 | operating wood processing and papermaking machinery::0.135135 | maintaining operational records::0.108108 | installing wooden and metal components::0.081081 | monitoring quality of products::0.081081 | developing solutions::0.054054 | operating mixing and separating machinery::0.054054 | complying with health and safety procedures::0.054054 | using digital tools to control machinery::0.054054 | measuring physical properties::0.054054 | testing and analysing substances::0.027027 | planning events and programmes::0.027027 | maintaining mechanical machinery::0.027027 | disposing of non-hazardous waste or debris::0.027027 | interpreting technical documentation and diagrams::0.027027 | operating machinery for the manufacture of products::0.027027,16.0,official_title_exact,3139,,no_candidate,0,,,,
3141,Life science technicians (excluding medical),life science technicians excluding medical,,,,,,no_matrix_title_match,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,0,,,,
3141.1,biotechnical technician,biotechnical technician,http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34,biotechnical technician,"conducting academic or market research | operating scientific and laboratory equipment | analysing scientific and medical data | gathering information from physical or electronic sources | maintaining electrical, electronic and precision equipment | performing surgical procedures | collaborating and liaising | evaluating systems, programmes, equipment and products | collecting and preparing specimens or materials for testing | providing medical advice | preparing mixtures or solutions | advising on business or operational matters | measuring dimensions and related properties","conducting academic or market research::0.218750 | operating scientific and laboratory equipment::0.156250 | analysing scientific and medical data::0.125000 | gathering information from physical or electronic sources::0.125000 | maintaining electrical, electronic and precision equipment::0.062500 | performing surgical procedures::0.062500 | collaborating and liaising::0.062500 | evaluating systems, programmes, equipment and products::0.031250 | collecting and preparing specimens or materials for testing::0.031250 | providing medical advice::0.031250 | preparing mixtures or solutions::0.031250 | advising on business or operational matters::0.031250 | measuring dimensions and related properties::0.031250",13.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,7,0.5,1.1785714285714286,0.25,1.875
3141.2,scientific laboratory technician,scientific laboratory technician,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6,scientific laboratory technician,"operating scientific and laboratory equipment | testing and analysing substances | collecting and preparing specimens or materials for testing | complying with health and safety procedures | analysing scientific and medical data | preparing mixtures or solutions | maintaining electrical, electronic and precision equipment | allocating and controlling physical resources | managing information | marking materials or objects for identification | monitoring, inspecting and testing | maintaining operational records | using precision measuring equipment | maintaining or preparing medical documentation | purchasing goods or services | monitoring operational activities | assisting and supporting co-workers | protecting privacy and personal data | evaluating systems, programmes, equipment and products | performing surgical procedures | diagnosing health conditions | providing information to the public and clients | cleaning tools, equipment, workpieces and vehicles | providing medical advice","operating scientific and laboratory equipment::0.128571 | testing and analysing substances::0.114286 | collecting and preparing specimens or materials for testing::0.100000 | complying with health and safety procedures::0.085714 | analysing scientific and medical data::0.057143 | preparing mixtures or solutions::0.042857 | maintaining electrical, electronic and precision equipment::0.042857 | allocating and controlling physical resources::0.028571 | managing information::0.028571 | marking materials or objects for identification::0.028571 | monitoring, inspecting and testing::0.028571 | maintaining operational records::0.028571 | using precision measuring equipment::0.028571 | maintaining or preparing medical documentation::0.014286 | purchasing goods or services::0.014286 | monitoring operational activities::0.014286 | assisting and supporting co-workers::0.014286 | protecting privacy and personal data::0.014286 | evaluating systems, programmes, equipment and products::0.014286 | performing surgical procedures::0.014286 | diagnosing health conditions::0.014286 | providing information to the public and clients::0.014286 | cleaning tools, equipment, workpieces and vehicles::0.014286 | providing medical advice::0.014286",24.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,15,1.0,1.2,0.25,1.125
3141.2.1,bacteriology technician,bacteriology technician,http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71,bacteriology technician,"operating scientific and laboratory equipment | conducting academic or market research | collecting and preparing specimens or materials for testing | technical or academic writing | allocating and controlling physical resources | maintaining electrical, electronic and precision equipment | maintaining or preparing medical documentation | analysing scientific and medical data | complying with health and safety procedures | gathering information from physical or electronic sources | working in teams | testing and analysing substances | managing, gathering and storing digital data | using word processing, publishing and presentation software | marking materials or objects for identification | maintaining operational records","operating scientific and laboratory equipment::0.200000 | conducting academic or market research::0.114286 | collecting and preparing specimens or materials for testing::0.085714 | technical or academic writing::0.085714 | allocating and controlling physical resources::0.057143 | maintaining electrical, electronic and precision equipment::0.057143 | maintaining or preparing medical documentation::0.057143 | analysing scientific and medical data::0.057143 | complying with health and safety procedures::0.057143 | gathering information from physical or electronic sources::0.057143 | working in teams::0.028571 | testing and analysing substances::0.028571 | managing, gathering and storing digital data::0.028571 | using word processing, publishing and presentation software::0.028571 | marking materials or objects for identification::0.028571 | maintaining operational records::0.028571",16.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,11,1.0,0.9772727272727273,0.75,1.0
3141.2.2,biochemistry technician,biochemistry technician,http://data.europa.eu/esco/occupation/95324a4a-a5ea-4d89-8ede-4422ccb46a28,biochemistry technician,"operating scientific and laboratory equipment | analysing scientific and medical data | conducting academic or market research | collecting and preparing specimens or materials for testing | testing and analysing substances | technical or academic writing | allocating and controlling physical resources | maintaining electrical, electronic and precision equipment | maintaining or preparing medical documentation | complying with health and safety procedures | managing, gathering and storing digital data | using word processing, publishing and presentation software | marking materials or objects for identification | maintaining operational records","operating scientific and laboratory equipment::0.194444 | analysing scientific and medical data::0.111111 | conducting academic or market research::0.111111 | collecting and preparing specimens or materials for testing::0.083333 | testing and analysing substances::0.083333 | technical or academic writing::0.083333 | allocating and controlling physical resources::0.055556 | maintaining electrical, electronic and precision equipment::0.055556 | maintaining or preparing medical documentation::0.055556 | complying with health and safety procedures::0.055556 | managing, gathering and storing digital data::0.027778 | using word processing, publishing and presentation software::0.027778 | marking materials or objects for identification::0.027778 | maintaining operational records::0.027778",14.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,7,5.25,4.321428571428571,1.25,5.5
3141.2.3,biology technician,biology technician,http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df,biology technician,"operating scientific and laboratory equipment | conducting academic or market research | collecting and preparing specimens or materials for testing | technical or academic writing | analysing scientific and medical data | gathering information from physical or electronic sources | complying with health and safety procedures | allocating and controlling physical resources | maintaining or preparing medical documentation | testing and analysing substances | performing surgical procedures | maintaining electrical, electronic and precision equipment | monitoring health conditions of humans and animals | managing, gathering and storing digital data | using word processing, publishing and presentation software | marking materials or objects for identification | maintaining operational records","operating scientific and laboratory equipment::0.175000 | conducting academic or market research::0.125000 | collecting and preparing specimens or materials for testing::0.100000 | technical or academic writing::0.075000 | analysing scientific and medical data::0.050000 | gathering information from physical or electronic sources::0.050000 | complying with health and safety procedures::0.050000 | allocating and controlling physical resources::0.050000 | maintaining or preparing medical documentation::0.050000 | testing and analysing substances::0.050000 | performing surgical procedures::0.050000 | maintaining electrical, electronic and precision equipment::0.050000 | monitoring health conditions of humans and animals::0.025000 | managing, gathering and storing digital data::0.025000 | using word processing, publishing and presentation software::0.025000 | marking materials or objects for identification::0.025000 | maintaining operational records::0.025000",17.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,16,1.125,2.15625,0.25,3.5
3141.2.4,botanical technician,botanical technician,http://data.europa.eu/esco/occupation/2c5ae1b4-c3ca-4882-b7ce-e346ae5b5b00,botanical technician,"operating scientific and laboratory equipment | conducting academic or market research | technical or academic writing | analysing scientific and medical data | gathering information from physical or electronic sources | complying with health and safety procedures | allocating and controlling physical resources | cultivating land and crops | maintaining or preparing medical documentation | maintaining electrical, electronic and precision equipment | handling and disposing of hazardous materials | complying with environmental protection laws and standards | collecting and preparing specimens or materials for testing | developing objectives and strategies | managing, gathering and storing digital data | testing and analysing substances | using word processing, publishing and presentation software | marking materials or objects for identification | maintaining operational records","operating scientific and laboratory equipment::0.157895 | conducting academic or market research::0.131579 | technical or academic writing::0.078947 | analysing scientific and medical data::0.078947 | gathering information from physical or electronic sources::0.052632 | complying with health and safety procedures::0.052632 | allocating and controlling physical resources::0.052632 | cultivating land and crops::0.052632 | maintaining or preparing medical documentation::0.052632 | maintaining electrical, electronic and precision equipment::0.052632 | handling and disposing of hazardous materials::0.026316 | complying with environmental protection laws and standards::0.026316 | collecting and preparing specimens or materials for testing::0.026316 | developing objectives and strategies::0.026316 | managing, gathering and storing digital data::0.026316 | testing and analysing substances::0.026316 | using word processing, publishing and presentation software::0.026316 | marking materials or objects for identification::0.026316 | maintaining operational records::0.026316",19.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,6,3.5,3.3333333333333335,2.25,4.0
3141.2.5,zoology technician,zoology technician,http://data.europa.eu/esco/occupation/ff4c28e2-66b1-4ae7-9053-fba8ec3428be,zoology technician,"operating scientific and laboratory equipment | conducting academic or market research | technical or academic writing | allocating and controlling physical resources | maintaining electrical, electronic and precision equipment | testing and analysing substances | maintaining or preparing medical documentation | analysing scientific and medical data | complying with health and safety procedures | gathering information from physical or electronic sources | collecting and preparing specimens or materials for testing | monitoring health conditions of humans and animals | managing, gathering and storing digital data | using word processing, publishing and presentation software | marking materials or objects for identification | maintaining operational records","operating scientific and laboratory equipment::0.181818 | conducting academic or market research::0.121212 | technical or academic writing::0.090909 | allocating and controlling physical resources::0.060606 | maintaining electrical, electronic and precision equipment::0.060606 | testing and analysing substances::0.060606 | maintaining or preparing medical documentation::0.060606 | analysing scientific and medical data::0.060606 | complying with health and safety procedures::0.060606 | gathering information from physical or electronic sources::0.060606 | collecting and preparing specimens or materials for testing::0.030303 | monitoring health conditions of humans and animals::0.030303 | managing, gathering and storing digital data::0.030303 | using word processing, publishing and presentation software::0.030303 | marking materials or objects for identification::0.030303 | maintaining operational records::0.030303",16.0,official_title_exact,3141,Life Science Technicians (Excluding Medical),isco4_candidate_requires_validation,3,0.25,0.25,0.25,0.25
3142,Agricultural technicians,agricultural technicians,,,,,,no_matrix_title_match,3142,Agricul Tural And Livestock Technicians,isco4_candidate_requires_validation,0,,,,
3142.1,agricultural technician,agricultural technician,http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8,agricultural technician,"analysing scientific and medical data | cultivating land and crops | conducting academic or market research | performing calculations | gathering information from physical or electronic sources | complying with health and safety procedures | technical or academic writing | evaluating systems, programmes, equipment and products | advising on business or operational matters | monitoring environmental conditions | tending and breeding aquatic animals | maintaining electrical, electronic and precision equipment | analysing business operations | cleaning interior and exterior of buildings | cleaning tools, equipment, workpieces and vehicles | advising on products and services | assessing land or real estate | monitoring operational activities | advising on environmental issues","analysing scientific and medical data::0.111111 | cultivating land and crops::0.083333 | conducting academic or market research::0.083333 | performing calculations::0.055556 | gathering information from physical or electronic sources::0.055556 | complying with health and safety procedures::0.055556 | technical or academic writing::0.055556 | evaluating systems, programmes, equipment and products::0.055556 | advising on business or operational matters::0.055556 | monitoring environmental conditions::0.055556 | tending and breeding aquatic animals::0.055556 | maintaining electrical, electronic and precision equipment::0.055556 | analysing business operations::0.055556 | cleaning interior and exterior of buildings::0.027778 | cleaning tools, equipment, workpieces and vehicles::0.027778 | advising on products and services::0.027778 | assessing land or real estate::0.027778 | monitoring operational activities::0.027778 | advising on environmental issues::0.027778",19.0,official_title_exact,3142,Agricul Tural And Livestock Technicians,isco4_candidate_requires_validation,0,,,,
3142.1.1,aquaculture quality supervisor,aquaculture quality supervisor,http://data.europa.eu/esco/occupation/f9cbdeb4-1559-4d45-b2d7-edf8aebe400b,aquaculture quality supervisor,"monitoring quality of products | performing risk analysis and management | complying with operational procedures | implementing new procedures or processes | training on operational procedures | ensuring compliance with legislation | teaching safety procedures | measuring dimensions and related properties | developing operational policies and procedures | complying with health and safety procedures | monitoring health conditions of humans and animals | making decisions | management skills | identifying opportunities | testing and analysing substances | advising on products and services | reporting incidents and defects | evaluating systems, programmes, equipment and products | providing therapy or veterinary treatment for animals | coaching and mentoring | communicating with colleagues and clients | monitoring and evaluating the performance of individuals | teaching and training | developing instructive or promotional materials","monitoring quality of products::0.088889 | performing risk analysis and management::0.088889 | complying with operational procedures::0.044444 | implementing new procedures or processes::0.044444 | training on operational procedures::0.044444 | ensuring compliance with legislation::0.044444 | teaching safety procedures::0.044444 | measuring dimensions and related properties::0.044444 | developing operational policies and procedures::0.044444 | complying with health and safety procedures::0.044444 | monitoring health conditions of humans and animals::0.044444 | making decisions::0.044444 | management skills::0.044444 | identifying opportunities::0.044444 | testing and analysing substances::0.044444 | advising on products and services::0.044444 | reporting incidents and defects::0.022222 | evaluating systems, programmes, equipment and products::0.022222 | providing therapy or veterinary treatment for animals::0.022222 | coaching and mentoring::0.022222 | communicating with colleagues and clients::0.022222 | monitoring and evaluating the performance of individuals::0.022222 | teaching and training::0.022222 | developing instructive or promotional materials::0.022222",24.0,official_title_exact,3142,Agricul Tural And Livestock Technicians,isco4_candidate_requires_validation,2,6.875,6.875,4.5625,9.1875
